object_id,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,objectName,title,culture,period,dynasty,reign,portfolio,constituents,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,department,classification,creditLine,rightsAndReproduction,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,linkResource,objectURL,objectWikidata_URL,metadataDate,repository,tags,isTimelineWork,GalleryNumber,image_downloaded
436472,436472,False,32.100.99,1932,True,https://images.metmuseum.org/CRDImages/ep/original/DP164822.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP164822.jpg,[],Painting,Portrait of a Man in Profile,,,,,,"[{'constituentID': 126929, 'role': 'Artist', 'name': '? Italian Painter', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",Artist,?,Italian Painter,ca. 1525,,Italian Painter,Italian,,,,,,,1520,1530,Oil on wood,13 1/4 x 10 1/2 in. (33.7 x 26.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 33.7, 'Width': 26.7}}]",European Paintings,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436472,https://www.wikidata.org/wiki/Q19913061,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Portraits', 'Profiles']",False,,True
436476,436476,False,32.100.38,1932,True,https://images.metmuseum.org/CRDImages/ep/original/DP164814.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP164814.jpg,[],"Painting, part of an altarpiece",The Annunciation,,,,,,"[{'constituentID': 173800, 'role': 'Artist', 'name': 'South Netherlandish Painter', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500204286', 'constituentWikidata_URL': '', 'gender': ''}]",Artist,,South Netherlandish Painter,ca. 1460,,South Netherlandish Painter,Netherlandish,,,,,http://vocab.getty.edu/page/ulan/500204286,,1455,1465,"Oil on wood, gold ground",39 x 37 in. (99.1 x 94 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 99.1, 'Width': 94}}]",European Paintings,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436476,https://www.wikidata.org/wiki/Q19912347,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY","['Virgin Mary', 'Archangel Gabriel', 'Annunciation', 'Beds']",False,,True
436477,436477,False,32.100.39,1932,True,https://images.metmuseum.org/CRDImages/ep/original/DP164815.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP164815.jpg,[],"Painting, part of an altarpiece",The Nativity,,,,,,"[{'constituentID': 173800, 'role': 'Artist', 'name': 'South Netherlandish Painter', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500204286', 'constituentWikidata_URL': '', 'gender': ''}]",Artist,,South Netherlandish Painter,ca. 1460,,South Netherlandish Painter,Netherlandish,,,,,http://vocab.getty.edu/page/ulan/500204286,,1455,1465,"Oil on wood, gold ground",37 x 36 1/4 in. (94 x 92.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 94, 'Width': 92.1}}]",European Paintings,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436477,https://www.wikidata.org/wiki/Q19912348,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Women', 'Virgin Mary', 'Jesus', 'Nativity', 'Joseph']",False,,True
436480,436480,False,23.255,1923,True,https://images.metmuseum.org/CRDImages/ep/original/DP164803.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP164803.jpg,['https://images.metmuseum.org/CRDImages/ep/original/GermanCat58_IRR.jpg'],Painting,Portrait of a Man,,,,,,"[{'constituentID': 130019, 'role': 'Artist', 'name': 'German (Nuremberg) Painter', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",Artist,,German (Nuremberg) Painter,late 15th century,,German (Nuremberg) Painter,German,,,,,,1491,1491,1491,Oil on linden,18 3/4 x 13 in. (47.6 x 33 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 47.6, 'Width': 33}}]",European Paintings,Paintings,"Fletcher Fund, 1923",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436480,https://www.wikidata.org/wiki/Q19911443,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Portraits']",False,,True
436481,436481,False,05.13.4,1905,True,https://images.metmuseum.org/CRDImages/ep/original/DP-39097-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-39097-001.jpg,[],Painting,"Cafe House, Cairo (Casting Bullets)",,,,,,"[{'constituentID': 161927, 'role': 'Artist', 'name': 'Jean-Léon Gérôme', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115563', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q212499', 'gender': ''}]",Artist,,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris",,"Gérôme, Jean-Léon",French,1824.0,1904.0,,https://www.wikidata.org/wiki/Q212499,http://vocab.getty.edu/page/ulan/500115563,1884 or earlier,1870,1884,Oil on canvas,21 1/2 x 24 3/4 in. (54.6 x 62.9 cm),"[{'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 55.88011, 'Width': 65.72263}}, {'elementName': 'Framed', 'elementDescription': 'Original plain frame', 'elementMeasurements': {'Depth': 3.8100076, 'Height': 71.437645, 'Width': 80.01016}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 54.6, 'Width': 62.9}}]",European Paintings,Paintings,"Bequest of Henry H. Cook, 1905",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436481,https://www.wikidata.org/wiki/Q19912506,2025-05-22T04:50:13.743Z,"Metropolitan Museum of Art, New York, NY","['Musical Instruments', 'Soldiers', 'Men', 'Women', 'Orientalist']",True,,True
436482,436482,False,87.15.130,1887,True,https://images.metmuseum.org/CRDImages/ep/original/DT1971.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1971.jpg,[],Painting,Prayer in the Mosque,,,,,,"[{'constituentID': 161927, 'role': 'Artist', 'name': 'Jean-Léon Gérôme', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115563', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q212499', 'gender': ''}]",Artist,,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris",,"Gérôme, Jean-Léon",French,1824.0,1904.0,,https://www.wikidata.org/wiki/Q212499,http://vocab.getty.edu/page/ulan/500115563,by 1874,1870,1874,Oil on canvas,35 x 29 1/2 in. (88.9 x 74.9 cm),"[{'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 91.75768, 'Width': 78.105156}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 88.9, 'Width': 74.9}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 13.97, 'Height': 130.8103, 'Width': 118.1102}}]",European Paintings,Paintings,"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436482,https://www.wikidata.org/wiki/Q19905195,2025-09-24T04:50:58.447Z,"Metropolitan Museum of Art, New York, NY","['Arches', 'Columns', 'Interiors', 'Mosques', 'Men', 'Orientalist']",True,804.0,True
436483,436483,False,27.200,1927,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-005.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-005.jpg,[],Painting,Pygmalion and Galatea,,,,,,"[{'constituentID': 161927, 'role': 'Artist', 'name': 'Jean-Léon Gérôme', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115563', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q212499', 'gender': ''}]",Artist,,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris",,"Gérôme, Jean-Léon",French,1824.0,1904.0,,https://www.wikidata.org/wiki/Q212499,http://vocab.getty.edu/page/ulan/500115563,ca. 1890,1885,1895,Oil on canvas,35 x 27 in. (88.9 x 68.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 88.9, 'Width': 68.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 7.62, 'Height': 96.5202, 'Width': 79.3752}}, {'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 88.90018, 'Width': 69.85014}}]",European Paintings,Paintings,"Gift of Louis C. Raegner, 1927",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436483,https://www.wikidata.org/wiki/Q17305070,2025-09-24T04:50:58.447Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Female Nudes', 'Cupid', 'Galatea', 'Pygmalion', 'Artists']",False,800.0,True
436484,436484,False,36.162.4,1936,True,https://images.metmuseum.org/CRDImages/ep/original/DT1972.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1972.jpg,[],Painting,Tiger and Cubs,,,,,,"[{'constituentID': 161927, 'role': 'Artist', 'name': 'Jean-Léon Gérôme', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115563', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q212499', 'gender': ''}]",Artist,,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris",,"Gérôme, Jean-Léon",French,1824.0,1904.0,,https://www.wikidata.org/wiki/Q212499,http://vocab.getty.edu/page/ulan/500115563,ca. 1884,1879,1889,Oil on canvas,29 x 36 in. (73.7 x 91.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 73.7, 'Width': 91.4}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 9.525, 'Height': 97.7902, 'Width': 115.5702}}]",European Paintings,Paintings,"Bequest of Susan P. Colgate, in memory of her husband, Romulus R. Colgate, 1936",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436484,https://www.wikidata.org/wiki/Q19912087,2025-04-30T04:49:03.02Z,"Metropolitan Museum of Art, New York, NY",['Tigers'],False,,True
436485,436485,False,1974.1,1974,True,https://images.metmuseum.org/CRDImages/ep/original/DP143209.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP143209.jpg,[],Painting,Vanitas Still Life,,,,,,"[{'constituentID': 161928, 'role': 'Artist', 'name': 'Jacques de Gheyn II', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115191', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1347434', 'gender': ''}]",Artist,,Jacques de Gheyn II,"Netherlandish, Antwerp 1565–1629 The Hague",,"Gheyn, Jacques de, II",Netherlandish,1565.0,1629.0,,https://www.wikidata.org/wiki/Q1347434,http://vocab.getty.edu/page/ulan/500115191,1603,1603,1603,Oil on wood,32 1/2 x 21 1/4 in. (82.6 x 54 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 82.6, 'Width': 54}}]",European Paintings,Paintings,"Charles B. Curtis, Marquand, Victor Wilbour Memorial, and The Alfred N. Punnett Endowment Funds, 1974",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436485,https://www.wikidata.org/wiki/Q19911453,2025-09-27T04:50:39.59Z,"Metropolitan Museum of Art, New York, NY","['Skulls', 'Flowers', 'Still Life', 'Money', 'Vases']",True,617.0,True
436486,436486,False,13.119.2,1913,True,https://images.metmuseum.org/CRDImages/ep/original/DT249329.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT249329.jpg,[],"Painting, predella panel",The Burial of Saint Zenobius,,,,,,"[{'constituentID': 164536, 'role': 'Artist', 'name': 'Davide Ghirlandaio (David Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500021575', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1145811', 'gender': ''}]",Artist,,Davide Ghirlandaio (David Bigordi),"Italian, Florence 1452–1525 Florence",,"Ghirlandaio, Davide (David Bigordi)",Italian,1452.0,1525.0,,https://www.wikidata.org/wiki/Q1145811,http://vocab.getty.edu/page/ulan/500021575,ca. 1479,1474,1484,Tempera and gold on wood,6 1/4 x 16 1/4 in. (15.9 x 41.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 15.9, 'Width': 41.3}}]",European Paintings,Paintings,"Francis L. Leland Fund, 1913",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436486,https://www.wikidata.org/wiki/Q19911982,2025-05-22T04:50:13.743Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Women', 'Saints', 'Funerals']",False,,True
436487,436487,False,13.119.1,1913,True,https://images.metmuseum.org/CRDImages/ep/original/DT249328.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT249328.jpg,[],"Painting, predella panel",The Marriage of the Virgin,,,,,,"[{'constituentID': 164536, 'role': 'Artist', 'name': 'Davide Ghirlandaio (David Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500021575', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1145811', 'gender': ''}]",Artist,,Davide Ghirlandaio (David Bigordi),"Italian, Florence 1452–1525 Florence",,"Ghirlandaio, Davide (David Bigordi)",Italian,1452.0,1525.0,,https://www.wikidata.org/wiki/Q1145811,http://vocab.getty.edu/page/ulan/500021575,ca. 1479,1474,1484,Tempera and gold on wood,6 1/4 x 16 1/4 in. (15.9 x 41.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 15.9, 'Width': 41.3}}]",European Paintings,Paintings,"Francis L. Leland Fund, 1913",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436487,https://www.wikidata.org/wiki/Q19905196,2025-05-22T04:50:13.743Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Women', 'Virgin Mary']",False,,True
436488,436488,False,13.119.3,1913,True,https://images.metmuseum.org/CRDImages/ep/original/DT210659.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT210659.jpg,[],"Painting, predella panel",Tobias and the Angel,,,,,,"[{'constituentID': 164536, 'role': 'Artist', 'name': 'Davide Ghirlandaio (David Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500021575', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1145811', 'gender': ''}]",Artist,,Davide Ghirlandaio (David Bigordi),"Italian, Florence 1452–1525 Florence",,"Ghirlandaio, Davide (David Bigordi)",Italian,1452.0,1525.0,,https://www.wikidata.org/wiki/Q1145811,http://vocab.getty.edu/page/ulan/500021575,ca. 1479,1474,1484,Tempera and gold on wood,6 1/4 x 16 1/4 in. (15.9 x 41.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 15.9, 'Width': 41.3}}]",European Paintings,Paintings,"Francis L. Leland Fund, 1913",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436488,https://www.wikidata.org/wiki/Q19912090,2025-05-22T04:50:13.743Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Dogs', 'Fish', 'Angels']",False,,True
436489,436489,False,49.7.7,1949,True,https://images.metmuseum.org/CRDImages/ep/original/DT1369.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1369.jpg,[],Painting,Francesco Sassetti (1421–1490) and His Son Teodoro,,,,,,"[{'constituentID': 161929, 'role': 'Artist', 'name': 'Domenico Ghirlandaio (Domenico Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115228', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q191423', 'gender': ''}]",Artist,,Domenico Ghirlandaio (Domenico Bigordi),"Italian, Florence 1448/49–1494 Florence",,"Ghirlandaio, Domenico (Domenico Bigordi)",Italian,1448.0,1494.0,,https://www.wikidata.org/wiki/Q191423,http://vocab.getty.edu/page/ulan/500115228,ca. 1488,1483,1493,Tempera on wood,Overall 33 1/4 x 25 1/8 in. (84.5 x 63.8 cm); painted surface 29 7/8 x 20 7/8 in. (75.9 x 53 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 84.5, 'Width': 63.8}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 18.415, 'Height': 129.8578, 'Width': 100.3302}}]",European Paintings,Paintings,"The Jules Bache Collection, 1949",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436489,https://www.wikidata.org/wiki/Q15089686,2025-10-22T04:50:15.297Z,"Metropolitan Museum of Art, New York, NY","['Boys', 'Men', 'Portraits']",True,602.0,True
436490,436490,False,32.100.67,1932,True,https://images.metmuseum.org/CRDImages/ep/original/DP161257.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP161257.jpg,[],Painting,Portrait of a Man,,,,,,"[{'constituentID': 161929, 'role': 'Artist', 'name': 'Domenico Ghirlandaio (Domenico Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115228', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q191423', 'gender': ''}]",Artist,,Domenico Ghirlandaio (Domenico Bigordi),"Italian, Florence 1448/49–1494 Florence",,"Ghirlandaio, Domenico (Domenico Bigordi)",Italian,1448.0,1494.0,,https://www.wikidata.org/wiki/Q191423,http://vocab.getty.edu/page/ulan/500115228,,1469,1494,Tempera on wood,21 1/2 x 17 1/2 in. (54.6 x 44.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 54.6, 'Width': 44.5}}]",European Paintings,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436490,https://www.wikidata.org/wiki/Q19376279,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Portraits']",False,,True
436491,436491,False,32.100.71,1932,True,https://images.metmuseum.org/CRDImages/ep/original/DP-17015-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17015-001.jpg,[],Painting,Selvaggia Sassetti (born 1470),,,,,,"[{'constituentID': 164536, 'role': 'Artist', 'name': 'Davide Ghirlandaio (David Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500021575', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1145811', 'gender': ''}]",Artist,,Davide Ghirlandaio (David Bigordi),"Italian, Florence 1452–1525 Florence",,"Ghirlandaio, Davide (David Bigordi)",Italian,1452.0,1525.0,,https://www.wikidata.org/wiki/Q1145811,http://vocab.getty.edu/page/ulan/500021575,ca. 1487–88,1487,1488,Tempera on wood,22 1/2 x 17 3/8 in. (57.2 x 44.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 57.2, 'Width': 44.1}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.6675, 'Height': 72.0726, 'Width': 59.6901}}]",European Paintings,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436491,https://www.wikidata.org/wiki/Q19905424,2025-10-22T04:50:15.297Z,"Metropolitan Museum of Art, New York, NY","['Portraits', 'Women']",False,602.0,True
436492,436492,False,80.3.674,1880,True,https://images.metmuseum.org/CRDImages/ep/original/EP371.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/EP371.jpg,['https://images.metmuseum.org/CRDImages/ep/original/Ghirlandaio giornate.jpg'],Painting,Saint Christopher and the Infant Christ,,,,,,"[{'constituentID': 161929, 'role': 'Artist', 'name': 'Domenico Ghirlandaio (Domenico Bigordi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115228', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q191423', 'gender': ''}]",Artist,,Domenico Ghirlandaio (Domenico Bigordi),"Italian, Florence 1448/49–1494 Florence",,"Ghirlandaio, Domenico (Domenico Bigordi)",Italian,1448.0,1494.0,,https://www.wikidata.org/wiki/Q191423,http://vocab.getty.edu/page/ulan/500115228,,1469,1494,Fresco,112 x 59 in. (284.5 x 149.9 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Weight': 181.43881}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 284.5, 'Width': 149.9}}]",European Paintings,Paintings,"Gift of Cornelius Vanderbilt, 1880",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436492,https://www.wikidata.org/wiki/Q3946909,2024-10-29T04:53:29.753Z,"Metropolitan Museum of Art, New York, NY","['Rivers', 'Saint Christopher', 'Jesus']",True,961.0,True
436493,436493,False,14.40.635,1914,True,https://images.metmuseum.org/CRDImages/ep/original/ep14.40.635.bw.R.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/ep14.40.635.bw.R.jpg,[],Painting,Madonna and Child with Angels,,,,,,"[{'constituentID': 161929, 'role': 'Artist', 'name': 'Workshop of Domenico Ghirlandaio', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115228', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q191423', 'gender': ''}]",Artist,Workshop of,Domenico Ghirlandaio,"Italian, Florence 1448/49–1494 Florence",,"Ghirlandaio, Domenico",Italian,1448.0,1494.0,,https://www.wikidata.org/wiki/Q191423,http://vocab.getty.edu/page/ulan/500115228,,1469,1494,"Tempera on canvas, transferred from wood",Diameter 38 3/4 in. (98.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 98.4, 'Width': 98.4}}]",European Paintings,Paintings,"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436493,https://www.wikidata.org/wiki/Q19913062,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY","['Angels', 'Madonna and Child']",False,,True
436494,436494,False,32.100.80,1932,True,https://images.metmuseum.org/CRDImages/ep/original/DP-24223-007.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-24223-007.jpg,[],"Painting, triptych",The Nativity with Saints,,,,,,"[{'constituentID': 107698, 'role': 'Artist', 'name': 'Ridolfo Ghirlandaio', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500002132', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q64881', 'gender': ''}]",Artist,,Ridolfo Ghirlandaio,"Italian, Florence 1483–1561 Florence",,"Ghirlandaio, Ridolfo",Italian,1483.0,1561.0,,https://www.wikidata.org/wiki/Q64881,http://vocab.getty.edu/page/ulan/500002132,,1503,1561,Oil on wood,Central panel 14 x 9 in. (35.6 x 22.9 cm); each wing 14 x 4 in. (35.6 x 10.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 35.6, 'Width': 22.9}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.985, 'Height': 55.8801, 'Width': 66.6751}}]",European Paintings,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436494,https://www.wikidata.org/wiki/Q19912339,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Angels', 'Madonna and Child', 'Saint John the Evangelist', 'Saint Paul', 'Saint Peter', 'Nativity', 'Saints']",False,609.0,True
436495,436495,False,69.280.1,1969,True,https://images.metmuseum.org/CRDImages/ep/original/DP375694.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP375694.jpg,[],Painting,Saint John the Evangelist Raises Satheus to Life,,,,,,"[{'constituentID': 107699, 'role': 'Artist', 'name': 'Francescuccio Ghissi (Francesco di Cecco Ghissi)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500028548', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q3081147', 'gender': ''}]",Artist,,Francescuccio Ghissi (Francesco di Cecco Ghissi),"Italian, Marchigian, active 1359–74",,"Ghissi, Francescuccio (Francesco di Cecco Ghissi)",Italian,1359.0,1374.0,,https://www.wikidata.org/wiki/Q3081147,http://vocab.getty.edu/page/ulan/500028548,ca. 1370,1365,1374,"Tempera on wood, gold ground",Overall 14 1/8 x 16 1/8 in. (35.9 x 41 cm); painted surface 13 3/4 x 15 1/2 in. (34.9 x 39.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 35.9, 'Width': 41}}]",European Paintings,Paintings,"Gift of Mrs. W. Murray Crane, 1969",,,,,,,,,,,,,,https://www.metmuseum.org/art/collection/search/436495,https://www.wikidata.org/wiki/Q19911983,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY","['Men', 'Women', 'Saint John the Evangelist']",False,,True
